"First Name","Last Name","Date of Birth (Y-m-d)",State,Sex,"Height (cm)","Weight (KG)"
Sammie,Jacobs,1985-09-10,Ohio,male,188,159
Mattie,Bernhard,1981-07-19,Minnesota,male,165,55
Loraine,Friesen,1980-09-27,Washington,male,157,90
Hyman,Fahey,1972-01-03,Alaska,male,158,160
Ida,O'Keefe,1981-02-20,Texas,male,193,104
Shaina,Gerhold,1986-09-09,Michigan,male,156,72
Irma,Keebler,1985-11-27,Vermont,female,178,77
Javonte,Dicki,1965-03-31,SouthCarolina,female,189,99
Hans,Sanford,1978-08-02,Alabama,male,188,139
America,Schultz,1977-10-03,NewMexico,female,178,103
Sofia,Breitenberg,1973-08-30,Wisconsin,female,166,75
Aron,Kuvalis,1993-08-17,Indiana,female,190,108
Quentin,Gutkowski,1967-08-24,Minnesota,male,196,124
Yazmin,Langosh,1970-11-21,Florida,male,163,143
Brad,Veum,1989-01-26,NewYork,female,166,127
Desmond,Kunde,1989-08-06,Michigan,female,167,141
April,Muller,1970-03-31,Georgia,male,174,92
Harvey,Leannon,1993-02-10,Illinois,female,200,67
Eulah,Weissnat,1964-10-26,SouthDakota,male,192,151
Louisa,Carter,1964-08-05,NorthDakota,female,163,101
Stephon,Daugherty,1976-01-04,Mississippi,male,152,138
Beryl,Fisher,1989-02-16,SouthCarolina,female,192,114
Jonathon,Larson,1986-06-13,California,male,183,104
Antone,Olson,1986-10-04,Hawaii,male,193,134
Ethyl,Crooks,1970-06-27,WestVirginia,female,151,59
Royce,Cruickshank,1990-01-16,Florida,female,185,98
Jonathon,Murray,1966-05-24,NewYork,male,179,151
Cicero,Roob,1986-11-20,Utah,male,185,151
Eliza,Farrell,1979-08-09,Indiana,male,163,133
Gianni,Kuphal,1966-04-01,Georgia,female,183,52
Nelda,Armstrong,1972-06-04,Utah,male,176,58
Albertha,Ritchie,1971-06-16,Connecticut,female,180,151
Matilda,King,1965-07-08,Mississippi,male,161,113
Ashlee,Feest,1969-03-22,Texas,male,175,96
Tyrel,Kuhlman,1987-03-26,Montana,male,182,100
Dayana,Weimann,1992-07-25,Alabama,female,173,67
Deshawn,Wisozk,1975-05-26,Idaho,female,155,131
Mckayla,Steuber,1965-09-21,Nebraska,female,156,98
Jaren,Stroman,1976-03-11,Idaho,male,165,129
Filiberto,Zieme,1971-01-26,Alabama,male,170,90
Elena,Raynor,1976-09-26,Texas,male,199,147
Stephanie,Thompson,1970-06-13,California,male,166,103
Katarina,Dietrich,1978-06-28,Maine,female,163,127
Andreane,Rippin,1967-07-23,Iowa,male,185,72
Jamey,Bins,1985-10-12,Delaware,female,194,142
Vesta,Veum,1984-06-20,Wyoming,female,157,82
Kendall,Gleichner,1975-04-18,Idaho,female,193,93
Ashleigh,Dare,1987-06-19,Hawaii,male,174,107
Aurore,Morissette,1974-11-26,Tennessee,female,151,141
Mandy,Rempel,1983-05-13,Oklahoma,male,165,75
Christelle,Hammes,1986-04-20,NewJersey,male,181,71
Maverick,Gottlieb,1967-03-29,Texas,female,150,107
Hadley,Kub,1968-03-27,Virginia,male,166,136
Halle,Nader,1982-12-26,RhodeIsland,male,160,102
Sasha,Swaniawski,1966-02-05,Colorado,male,175,88
Carissa,Bergnaum,1992-01-09,Colorado,female,163,105
Kelton,Heidenreich,1992-03-07,SouthDakota,female,159,89
Maggie,Reilly,1983-09-16,Virginia,male,193,143
Dusty,Schimmel,1982-07-12,Louisiana,male,198,146
Kassandra,Russel,1976-06-28,Vermont,female,188,69
Catherine,Wuckert,1986-01-14,Michigan,female,197,139
Judah,Grant,1990-12-25,Pennsylvania,male,200,141
Verner,Harber,1992-05-10,Kentucky,male,176,66
Leopold,Feeney,1980-09-03,Hawaii,male,188,89
Loyce,Quigley,1969-12-08,NewJersey,female,159,145
Ola,McCullough,1985-05-30,Louisiana,male,173,64
Gunnar,Kirlin,1976-01-23,NewMexico,female,151,85
Jamar,Rosenbaum,1968-04-08,Mississippi,female,200,68
Bernie,McCullough,1964-11-03,Alabama,male,173,61
Thelma,Armstrong,1964-12-08,Nevada,female,188,145
Adele,Nader,1990-12-22,Massachusetts,male,163,137
Shakira,Abbott,1988-08-25,Oklahoma,male,200,135
Theodora,Ferry,1986-05-04,Alaska,male,161,82
Savanna,Lind,1989-03-17,NewYork,female,162,55
Eric,Schamberger,1980-12-20,Hawaii,female,187,76
Barton,Brekke,1991-07-07,Arkansas,female,179,128
Gaston,Roob,1986-12-11,NewJersey,male,196,132
Helena,Howell,1974-01-22,Iowa,male,180,131
Alisha,Bins,1965-05-02,SouthCarolina,male,157,70
Patricia,Klein,1965-02-18,Texas,male,177,153
Effie,Mayer,1988-05-26,NorthCarolina,female,156,72
Joel,Jast,1967-02-25,California,female,176,70
Giovani,Spinka,1975-05-12,NorthCarolina,male,187,95
Michaela,Corkery,1981-02-09,Missouri,male,154,122
Pinkie,Borer,1979-04-14,Georgia,male,190,92
Timothy,Ratke,1988-07-04,Nebraska,male,168,155
Camren,Ward,1969-08-05,Utah,female,153,145
Phoebe,Jacobs,1975-10-11,Massachusetts,male,154,101
Aliyah,Macejkovic,1967-05-02,Alabama,female,163,117
Torrey,Fisher,1989-05-16,Oklahoma,female,178,67
Ian,Ziemann,1964-10-22,Maryland,female,186,81
Nellie,Denesik,1967-04-14,NewHampshire,male,183,139
Cleta,Osinski,1964-09-12,Ohio,male,169,109
Eunice,Murphy,1970-07-02,Missouri,male,169,119
Neil,Carroll,1984-05-19,Vermont,male,172,96
Alejandra,Luettgen,1991-06-21,Tennessee,male,187,137
Candace,Fisher,1979-05-29,Florida,male,187,144
Eleonore,Hane,1965-02-18,Tennessee,female,175,154
Donnie,Baumbach,1968-07-27,Maryland,male,199,74
Virgil,Rogahn,1981-02-16,SouthDakota,male,183,137
Madelynn,Walsh,1976-02-12,Arkansas,female,163,105
Berenice,Powlowski,1977-10-18,Connecticut,female,153,68
Rasheed,Maggio,1969-03-04,Vermont,male,153,109
Chesley,Collins,1982-09-29,WestVirginia,female,174,151
Destinee,Witting,1979-04-02,Kentucky,male,178,88
Anjali,Kuphal,1968-02-04,NewHampshire,female,200,58
Dortha,Hackett,1969-08-29,Maryland,female,169,140
Maud,Dicki,1967-11-17,Michigan,female,182,84
Charlie,Simonis,1984-06-04,Alaska,female,168,81
Mina,Hilll,1978-11-06,Wisconsin,female,185,153
Henri,Okuneva,1981-02-25,Oklahoma,male,158,71
Lazaro,Dicki,1993-06-27,Wyoming,male,198,80
Cecil,Mills,1970-01-16,Idaho,female,176,88
Colt,Nolan,1974-08-27,Tennessee,female,182,142
Samantha,Franecki,1989-02-08,Virginia,male,168,92
Jena,Jacobs,1976-12-19,Maryland,male,176,91
Lauren,Hermann,1983-08-15,RhodeIsland,male,173,134
Maryse,Frami,1971-03-20,Utah,male,162,95
Delmer,Jenkins,1982-06-01,Massachusetts,female,200,136
Francesca,Cummerata,1978-05-22,Florida,female,198,102
Jazmyne,Ondricka,1982-02-23,Kentucky,female,185,121
Reginald,Wunsch,1965-03-09,Louisiana,male,198,115
Donavon,Gerhold,1968-10-11,Florida,male,168,62
Kyle,Donnelly,1979-01-10,NewYork,male,165,132
Jacquelyn,Donnelly,1976-06-17,Oregon,female,158,62
Joey,Pacocha,1973-10-25,WestVirginia,male,169,119
Carmella,Mosciski,1985-09-13,NorthCarolina,female,184,59
Claudie,Padberg,1974-09-08,Georgia,male,189,87
Aylin,Turcotte,1989-09-09,Tennessee,female,159,86
Donavon,Emard,1974-04-10,Hawaii,male,195,80
Bartholome,Yost,1982-11-13,WestVirginia,male,176,157
Theo,Schneider,1965-03-03,SouthDakota,female,168,150
Irwin,Nitzsche,1973-11-21,Tennessee,female,173,79
Myrtice,Torphy,1965-07-06,Utah,female,196,113
Reece,Kemmer,1973-07-16,Pennsylvania,female,159,131
Toni,Pagac,1981-09-16,NewHampshire,male,193,62
Schuyler,Pacocha,1966-05-30,Kansas,male,195,137
Adrienne,Ferry,1977-01-15,Missouri,female,185,112
Kraig,Towne,1966-08-11,Texas,male,196,134
Ellie,Jerde,1969-03-22,Washington,male,195,122
Danial,Satterfield,1964-03-07,Delaware,male,168,69
Alexandre,Shields,1982-03-11,Illinois,male,174,109
Tevin,Nitzsche,1984-09-08,NewYork,male,159,160
Adriana,Bartoletti,1977-08-19,Oregon,male,200,149
Cleve,Robel,1989-04-07,Oregon,female,178,59
Nestor,Gerlach,1990-04-12,Kentucky,female,161,153
Rico,Hermiston,1972-01-11,Maine,female,176,140
Aidan,Jast,1982-07-16,Maryland,male,196,106
Brandon,Beatty,1972-09-30,Delaware,female,181,96
Letha,Donnelly,1982-08-29,NewYork,female,183,85
Pinkie,Lehner,1964-06-04,NewYork,female,200,126
Domingo,Effertz,1983-09-07,Kentucky,male,163,67
Betty,Beatty,1968-07-03,Michigan,male,173,87
Russell,Cassin,1977-07-18,Tennessee,male,196,86
Kacie,Lang,1980-07-07,Illinois,male,197,147
Tyshawn,Sauer,1992-04-27,Arkansas,male,185,60
Ellsworth,Kub,1991-01-10,Kansas,male,179,118
Richie,Mohr,1971-01-30,Washington,female,162,107
Janae,Weber,1993-04-17,Minnesota,male,174,66
Kathryn,Huel,1988-04-03,Alaska,male,173,140
Jamil,Harvey,1965-08-28,Florida,male,155,138
Nikita,Bernhard,1966-04-03,Arizona,male,197,56
Carlie,McDermott,1966-05-05,NorthDakota,female,164,107
Maximillian,Christiansen,1986-07-12,Tennessee,female,182,97
Dandre,Reynolds,1966-03-20,Nevada,female,195,91
Jarret,Pfannerstill,1978-12-19,Wyoming,female,161,57
Laverne,Breitenberg,1974-05-19,NorthCarolina,male,174,121
Angel,Rosenbaum,1988-03-24,RhodeIsland,female,178,148
Fletcher,Stark,1981-12-04,Nevada,male,158,90
Maymie,Wisoky,1985-11-11,Maryland,female,158,142
Genoveva,Mann,1971-10-24,Minnesota,female,175,154
Sadie,Langosh,1969-11-11,Wyoming,female,177,147
Gaetano,Walter,1975-07-26,Hawaii,male,186,68
Ariel,Rice,1973-12-10,WestVirginia,female,161,139
Orrin,Gutkowski,1984-02-19,Alaska,male,154,127
Cristopher,Deckow,1972-01-23,Nevada,male,191,152
Jacklyn,Bruen,1966-10-31,NorthDakota,female,182,94
Joel,Smitham,1977-03-08,Montana,female,153,157
Jazlyn,Bernhard,1978-09-09,Illinois,male,152,64
Jarret,Corwin,1971-02-23,Arkansas,female,157,84
Norwood,Rohan,1971-08-15,Montana,female,153,140
Mariam,Kiehn,1976-08-21,NewMexico,female,190,88
Nikolas,Crooks,1984-03-09,SouthCarolina,female,178,56
Sophie,White,1970-02-26,Hawaii,female,193,82
Shanel,Abshire,1988-08-31,Maryland,male,179,91
Nelle,Parker,1991-08-26,Tennessee,male,184,70
Johnathon,Klein,1984-05-29,WestVirginia,female,193,140
Pearline,Hilpert,1993-03-11,Minnesota,female,183,149
Baron,Hackett,1975-10-29,Kentucky,female,168,153
Felicia,Jerde,1977-04-06,SouthDakota,male,171,59
Clarabelle,Lemke,1973-09-22,WestVirginia,female,166,67
Lee,Hyatt,1967-05-12,Kentucky,male,158,155
Omer,Homenick,1965-12-18,Washington,male,195,107
Layne,Casper,1967-07-14,RhodeIsland,female,189,91
Eleazar,Deckow,1986-03-01,NewHampshire,male,173,156
Lennie,Sanford,1992-06-10,Illinois,male,194,120
Kitty,Hegmann,1972-11-20,RhodeIsland,male,159,104
Brett,Greenholt,1969-11-08,Kentucky,female,195,66
Sheldon,Mertz,1972-05-30,Arizona,female,179,106
Alexie,Sauer,1978-08-03,NorthDakota,female,170,153
Wilfredo,Batz,1974-06-13,Georgia,male,176,78
Elinor,Dare,1973-09-27,NewYork,male,173,97
Erna,Davis,1979-05-11,Florida,female,188,84
Kattie,Orn,1985-01-31,Oregon,female,155,58
Obie,Harris,1972-05-11,Illinois,female,187,110
Lupe,Runolfsson,1971-03-14,WestVirginia,female,188,95
Avery,Stoltenberg,1985-08-09,Idaho,male,197,115
Johnny,Considine,1975-10-26,Illinois,male,198,103
Micheal,Hessel,1965-07-30,Idaho,female,192,57
Garrick,Moen,1977-01-28,Wyoming,female,184,102
Estelle,Hettinger,1976-07-12,Pennsylvania,female,179,160
Freddie,Schimmel,1964-05-01,Idaho,male,184,101
Mollie,Lindgren,1984-09-30,Utah,female,185,74
Lowell,Wilkinson,1991-07-24,Nevada,female,162,85
Nedra,Berge,1965-10-09,Texas,male,158,56
Bryon,Tremblay,1979-05-26,SouthCarolina,female,152,140
Kira,Wilkinson,1979-11-14,Minnesota,male,178,133
Eduardo,Vandervort,1971-05-28,Virginia,female,178,126
Dylan,Larson,1989-10-31,Maryland,female,186,108
Elenora,Gislason,1966-12-28,Washington,male,169,72
Geo,Jenkins,1989-06-06,RhodeIsland,male,199,137
Tracey,Brakus,1992-03-14,Wisconsin,female,192,100
Lilly,Huels,1979-11-19,NewJersey,female,155,67
Kelsie,Roob,1977-08-31,NewHampshire,male,185,94
Alexander,Harris,1966-02-07,Vermont,male,168,112
Elmore,Lebsack,1965-12-30,Alaska,male,178,117
Meredith,Connelly,1982-04-09,Oregon,female,159,69
Jerrod,Fay,1976-05-04,Florida,female,169,131
Aniyah,Witting,1988-02-18,Nevada,male,154,100
Antwan,Rice,1970-03-16,Massachusetts,male,193,142
Brionna,Balistreri,1968-01-14,NewYork,male,153,138
Domenica,Rowe,1986-07-16,NewJersey,female,165,119
Jermain,Crooks,1992-10-21,Oregon,female,200,130
Margret,Buckridge,1966-12-26,NewHampshire,male,196,96
Sydney,Block,1975-03-11,NewJersey,female,157,135
Beau,Crist,1988-12-06,Pennsylvania,male,173,87
Alycia,Kautzer,1976-09-17,Idaho,male,179,107
Wilhelm,Fadel,1988-01-27,Washington,male,172,151
Jude,Farrell,1976-10-04,NewHampshire,female,200,160
Vesta,Hoeger,1989-02-18,Missouri,male,153,143
Zelda,Hirthe,1966-02-15,NorthDakota,male,168,151
Rigoberto,Satterfield,1987-01-09,Oklahoma,female,171,74
Kianna,Ernser,1974-10-11,Louisiana,female,198,74
Berniece,Hammes,1971-12-24,Nevada,male,182,64
Mozelle,Hessel,1968-08-13,Indiana,female,186,81
Josh,Champlin,1982-03-08,Hawaii,male,168,132
Rose,McLaughlin,1974-07-08,Arkansas,female,181,84
Otha,Pfannerstill,1967-09-11,Idaho,female,152,132
Griffin,Simonis,1969-04-20,Missouri,female,161,131
Ona,Ortiz,1981-03-03,Maine,male,192,139
Brandi,Wyman,1968-10-09,Tennessee,male,165,67
Christ,Adams,1990-06-07,WestVirginia,female,178,114
Parker,Gaylord,1967-04-07,Utah,female,171,109
Jewel,Hyatt,1964-02-08,Missouri,female,151,68
Hettie,Blick,1970-05-18,Alaska,male,153,147
Halle,Feest,1979-06-27,Delaware,female,193,76
Camryn,Harvey,1973-11-16,Texas,male,200,145
Felicia,Daugherty,1977-11-20,Pennsylvania,female,182,151
Duane,D'Amore,1988-07-03,Montana,female,160,64
Lelia,Hagenes,1978-02-05,Georgia,female,189,157
Hanna,Hermann,1990-07-24,Massachusetts,female,159,79
Ebba,Olson,1980-12-21,Virginia,male,175,140
Dion,Renner,1984-08-19,Nevada,female,151,77
Harvey,Beer,1977-05-10,SouthDakota,female,190,81
Addie,Thompson,1981-06-09,Utah,female,184,87
Kenton,Schulist,1983-12-21,NewJersey,male,193,71
Lupe,Armstrong,1990-07-28,NewHampshire,female,188,70
Katrina,Shields,1968-04-03,Nebraska,female,200,142
Wyman,Becker,1964-11-17,Utah,female,198,55
Emmitt,Maggio,1978-06-21,NewMexico,female,183,141
Gayle,Barrows,1987-05-31,Idaho,male,158,50
Ansley,Macejkovic,1982-04-29,Arkansas,male,192,106
Trystan,Bruen,1976-08-05,Oklahoma,male,153,110
Nat,Little,1966-07-23,NorthDakota,female,193,86
Sarai,Robel,1982-07-30,Iowa,female,191,50
Lew,Pagac,1972-12-16,Illinois,male,182,144
Ethelyn,Tillman,1964-02-01,Hawaii,male,185,117
Miles,Goyette,1978-03-25,Nebraska,male,182,116
Scarlett,Hodkiewicz,1979-06-15,Maine,male,174,111
Alvena,Spencer,1977-11-25,Maryland,female,173,73
Mary,Kemmer,1986-05-03,Wyoming,female,170,91
Lillian,Pacocha,1980-04-28,Maryland,female,181,72
Mabelle,Friesen,1972-10-16,Kansas,male,182,80
Addison,Upton,1988-07-14,Arizona,male,196,65
Callie,Welch,1982-12-22,Nevada,male,173,154
Tyrell,Reynolds,1964-02-15,Vermont,male,167,113
Andres,Bernhard,1967-05-29,SouthCarolina,female,172,81
Roma,Von,1969-05-15,Mississippi,male,186,151
Mariana,Dare,1978-12-29,Kentucky,male,192,93
Frederik,Mraz,1993-09-09,Illinois,male,200,144
Miles,Kreiger,1974-03-14,Mississippi,female,200,77
Coralie,Huel,1978-04-12,Wyoming,female,200,145
Luther,Kub,1990-03-31,Illinois,male,174,105
Merle,Marvin,1966-03-21,Nevada,male,177,95
Nicholas,Altenwerth,1981-01-06,Idaho,male,196,147
Fay,Roob,1986-06-01,Alaska,female,165,75
Micheal,Aufderhar,1981-03-16,NewHampshire,male,177,123
Vito,Stamm,1974-06-11,Iowa,female,169,92
Charley,Lakin,1966-12-01,Idaho,male,192,73
Kip,Olson,1993-12-05,Wisconsin,male,192,72
Eldora,Keeling,1984-01-11,Maine,male,152,70
Harley,Schultz,1985-08-17,Connecticut,male,182,68
Johnson,Satterfield,1982-10-30,Pennsylvania,female,172,123
Pasquale,Wiza,1969-06-18,Washington,male,175,72
Laurie,Maggio,1977-07-01,Hawaii,male,186,62
Destini,Dicki,1992-05-22,Florida,male,194,96
Marjolaine,Schaden,1974-01-13,NorthCarolina,female,180,156
Yasmin,Schroeder,1979-04-06,Iowa,male,180,88
Rita,Wiza,1966-03-07,Idaho,female,176,71
Karlee,Abernathy,1964-08-02,Texas,female,193,53
Jaime,Upton,1970-11-28,Vermont,female,150,59
Dina,Christiansen,1966-10-14,California,male,171,130
Madie,Dare,1977-07-12,Nebraska,female,185,68
Sienna,Nader,1970-12-01,SouthCarolina,female,174,125
Haskell,Lang,1977-01-08,Colorado,male,184,93
Levi,Marquardt,1969-05-18,Texas,female,188,79
Monte,Carroll,1973-07-23,Louisiana,male,152,145
Fred,Stracke,1987-01-21,Connecticut,female,150,101
Robin,Ondricka,1980-10-03,California,male,167,160
Mauricio,Huels,1967-07-15,Arizona,male,196,143
Lauretta,Schaden,1978-07-05,Georgia,male,184,144
Reed,Champlin,1979-09-23,Washington,female,181,80
Lionel,Hirthe,1966-12-04,Oregon,male,187,158
Else,Weber,1984-07-01,NewJersey,female,176,101
Mac,Hickle,1975-04-03,Minnesota,male,175,65
Bailey,Senger,1989-07-31,Kentucky,male,180,148
Isaac,Lesch,1993-05-06,Mississippi,male,155,153
Kristofer,Pfeffer,1984-01-21,Connecticut,female,179,153
Sharon,Gibson,1969-04-26,California,female,170,81
Rocio,Zieme,1976-02-02,Iowa,female,171,71
Isaac,Fisher,1978-09-02,Nevada,male,173,145
Camren,Treutel,1964-08-01,Washington,female,180,103
Reina,Bergnaum,1973-05-21,Idaho,female,173,74
Kane,Kertzmann,1992-11-22,Texas,male,174,131
Cameron,Grady,1967-10-12,Pennsylvania,male,159,75
Betty,Langworth,1964-05-13,Connecticut,male,164,141
Maggie,McDermott,1979-04-02,Ohio,male,182,153
Taryn,Hammes,1988-05-01,Washington,female,194,106
Kali,Cassin,1985-11-10,SouthDakota,male,178,151
Dawson,Kertzmann,1975-01-02,Washington,male,162,87
Bette,Considine,1965-02-04,Delaware,male,188,138
Riley,Swift,1986-04-15,Michigan,female,156,93
Makayla,Stehr,1989-03-17,Michigan,male,189,144
Mabelle,Wolff,1972-10-10,Nevada,female,170,87
Sonya,Cummings,1984-06-23,Kentucky,male,175,107
Myrna,Anderson,1969-05-21,Maryland,female,186,139
Olen,Bergstrom,1985-12-22,Kansas,female,193,99
Leatha,Leannon,1986-03-25,Connecticut,male,195,85
Waylon,Boyle,1988-04-13,Texas,male,195,147
Judy,Bogan,1978-08-04,Georgia,female,158,62
Anastacio,Senger,1973-12-30,Massachusetts,male,181,147
Kade,Block,1976-12-24,Nevada,female,198,51
Erich,Brown,1973-02-24,Oregon,female,189,137
Aubrey,Bogan,1982-12-03,SouthCarolina,female,190,71
Charity,Donnelly,1984-10-05,SouthDakota,male,179,126
Luna,Christiansen,1973-03-06,Maine,male,179,95
Catherine,Schinner,1981-08-22,NorthCarolina,female,170,78
Kacie,Cummerata,1973-11-14,NewJersey,female,157,66
Raymond,Leuschke,1964-05-19,Virginia,female,171,53
Veronica,Schuster,1983-03-08,WestVirginia,female,180,70
Jaden,Wolff,1973-04-21,Washington,female,155,140
Gillian,Okuneva,1987-08-09,California,female,171,135
Julianne,Wolf,1975-12-25,NewYork,female,156,109
Lawson,Franecki,1974-04-08,Ohio,female,184,87
Allie,Schroeder,1973-07-06,California,female,179,151
Kyle,Carter,1993-02-14,Mississippi,female,200,104
Tate,Larson,1983-01-01,Iowa,male,160,148
Arno,Hills,1965-08-28,WestVirginia,male,194,54
Robert,Hudson,1986-07-28,California,male,193,100
Howard,Wilderman,1975-11-06,Iowa,female,186,54
Geovanny,Schmidt,1977-12-12,SouthDakota,male,184,65
Sincere,Fadel,1970-06-13,NewMexico,male,176,111
Edgardo,Terry,1978-03-30,Pennsylvania,female,169,125
Sarai,Cummings,1966-03-14,Oregon,male,151,89
Thelma,Schaefer,1966-06-13,Wyoming,female,194,153
Noah,Skiles,1984-07-04,Florida,male,170,152
Corine,Pfannerstill,1968-08-09,Kansas,male,167,64
Anderson,Donnelly,1977-03-21,Massachusetts,male,177,50
Melisa,Spencer,1992-09-12,Kentucky,female,194,145
Savannah,Considine,1991-12-20,Delaware,female,161,112
Arlie,Bogisich,1981-02-14,Massachusetts,female,190,77
Maximo,Schulist,1984-10-02,Ohio,female,157,136
Kory,Pouros,1971-01-16,Washington,male,164,68
Alexandra,Nitzsche,1972-04-09,Florida,female,199,72
Jadon,Reichel,1980-06-11,WestVirginia,female,200,58
Evangeline,Feil,1977-08-30,Indiana,male,196,103
Taurean,Mohr,1993-03-13,Tennessee,female,167,141
Elmer,Koepp,1971-09-07,NewJersey,female,182,89
Merritt,Rath,1985-07-12,Wisconsin,male,199,74
Urban,Mann,1990-07-29,Indiana,female,189,100
Dillan,Spencer,1990-04-25,Delaware,male,180,77
Nannie,Wolff,1985-06-16,Maryland,male,179,94
Melyssa,Labadie,1980-02-02,NorthCarolina,male,155,126
Kelsie,Lebsack,1983-01-13,Nevada,male,166,123
Ally,Ryan,1965-03-16,Ohio,male,195,121
Lenny,Becker,1981-04-07,Massachusetts,female,170,112
Bradford,Gaylord,1977-10-18,Hawaii,female,192,149
Iva,Miller,1968-03-27,Utah,male,169,109
Lora,Balistreri,1991-10-25,Indiana,male,198,107
Marcelo,Morar,1986-07-15,Nevada,female,168,81
Demond,Wilderman,1971-08-20,Maryland,male,167,149
Jevon,Renner,1981-12-28,Oregon,male,179,102
Hilbert,Kirlin,1964-02-11,Maryland,male,179,115
Chet,Rippin,1990-07-02,Montana,female,188,152
Oswaldo,Lynch,1970-07-02,Arkansas,male,156,141
Vada,Sanford,1974-07-17,Florida,female,179,75
Kolby,Emard,1975-03-06,SouthDakota,female,175,56
Eldon,Muller,1992-04-03,Illinois,male,163,100
Caroline,Orn,1975-10-26,Oklahoma,female,169,94
Wilton,Champlin,1980-09-01,Kentucky,male,186,135
Brianne,Roberts,1980-02-08,Massachusetts,male,175,63
Emely,Haag,1980-10-27,NewHampshire,female,177,127
Kaleigh,O'Connell,1986-03-15,Massachusetts,male,199,81
Rickey,Stoltenberg,1990-10-01,Utah,male,155,53
Elmore,Conroy,1988-09-04,Hawaii,female,195,67
Salvador,Daniel,1977-07-22,Oklahoma,male,166,131
Bennett,Stroman,1977-04-14,Colorado,male,165,76
Fermin,Corwin,1987-08-24,WestVirginia,female,160,105
Tevin,Orn,1988-03-06,Alabama,male,181,147
Samir,Quitzon,1990-05-07,Louisiana,female,178,116
Demond,McDermott,1976-08-31,Massachusetts,female,190,61
Ashleigh,Goodwin,1966-05-28,Oregon,female,196,121
Leonard,West,1990-05-04,NorthDakota,female,176,119
Rudy,Prohaska,1965-10-12,Alaska,female,186,131
Brenda,Ebert,1968-05-04,NorthCarolina,male,192,119
Lowell,Hilpert,1969-10-06,Hawaii,female,189,154
Judson,Boehm,1979-10-22,Virginia,male,198,78
Otto,Weber,1993-03-18,Massachusetts,female,159,100
Dewitt,Kunde,1992-08-17,Kansas,male,194,59
Annamae,Lockman,1990-04-16,Tennessee,male,199,122
Josianne,Hermann,1985-03-03,NorthCarolina,male,191,99
Bailey,Strosin,1964-11-11,California,female,190,90
Eusebio,Gerlach,1987-10-27,Kentucky,male,173,148
Angelica,Abbott,1992-03-03,Iowa,male,171,117
Ara,Gerhold,1968-06-12,NorthDakota,female,170,98
Twila,Kautzer,1985-01-03,Hawaii,female,178,74
Ryann,Rau,1977-08-08,Colorado,male,171,68
Lue,Hickle,1978-06-16,SouthCarolina,male,177,89
Jermain,Schimmel,1993-08-11,NorthDakota,female,157,76
Rebecca,Stracke,1972-04-30,SouthDakota,male,182,72
Durward,Prohaska,1990-11-11,Texas,female,187,52
Clair,Harber,1964-10-20,Arkansas,male,197,140
Lilliana,Farrell,1989-06-05,Maryland,female,189,81
Lyla,Schowalter,1966-05-16,Connecticut,female,162,127
Sylvia,Christiansen,1972-12-06,Mississippi,female,172,61
Marty,Schuppe,1988-08-08,NewYork,male,163,123
Albin,Corkery,1964-10-18,NewJersey,male,151,59
Bette,Beatty,1991-11-09,Mississippi,female,152,119
Charlie,Grimes,1986-08-11,Georgia,female,177,135
Waylon,Zulauf,1991-02-05,Iowa,male,154,96
Norberto,Hagenes,1971-07-22,Oklahoma,male,165,66
Alejandra,Christiansen,1969-09-26,Maryland,female,198,58
Wilfredo,Kris,1991-10-05,Louisiana,male,200,144
Macey,Rohan,1969-08-24,Florida,female,195,59
Malachi,Towne,1964-11-28,Louisiana,male,170,108
Macie,Hudson,1983-03-01,Kentucky,female,168,138
Americo,Sawayn,1985-04-06,Nevada,female,177,142
Amalia,Greenholt,1975-02-18,Washington,male,194,149
Benedict,Feil,1967-08-07,Nevada,male,179,97
Jody,Kohler,1969-05-28,Oklahoma,female,176,108
Meghan,Collier,1966-04-08,Idaho,female,183,141
Shayne,O'Conner,1977-05-22,Pennsylvania,female,191,136
Ellis,Haley,1971-09-20,Arizona,female,189,134
Annamae,Durgan,1979-11-12,Maryland,female,152,123
Ulises,Abbott,1990-05-16,Minnesota,male,150,57
Jaiden,Stracke,1981-08-09,SouthCarolina,male,153,98
Alexie,Powlowski,1976-11-01,SouthCarolina,female,190,158
Cindy,Ryan,1976-06-12,NewYork,female,180,145
Myriam,Quigley,1989-11-05,WestVirginia,male,151,98
Camden,Mills,1983-06-02,Hawaii,female,162,156
Elinor,Kub,1989-07-24,Pennsylvania,female,193,117
Hilton,Pagac,1967-09-08,Illinois,male,182,95
Katarina,Brekke,1978-06-30,NorthDakota,male,174,71
Jodie,Gutmann,1990-09-30,Pennsylvania,female,159,75
May,D'Amore,1990-05-15,Texas,female,199,76
Sylvia,Lueilwitz,1968-07-13,Iowa,male,164,83
Alfreda,Pollich,1987-06-20,Minnesota,male,170,60
Johnny,Bartell,1980-04-13,Wyoming,male,167,128
Misael,Christiansen,1981-09-10,NorthCarolina,female,159,132
Lafayette,Bartoletti,1967-05-09,Kentucky,female,173,158
Rod,Weber,1980-01-30,Wisconsin,male,163,143
Michaela,Rempel,1992-10-26,Texas,female,194,102
Camilla,Rogahn,1974-05-24,Pennsylvania,female,164,156
Douglas,Pfannerstill,1992-02-11,Virginia,male,173,65
Ottis,Grady,1972-06-05,Pennsylvania,male,164,62
Nola,Daugherty,1966-01-14,Florida,female,158,93
